Data From,Data To,Quarter,State,Year
1593541800000.0,1601231400000.0,3,ladakh,2020
1601490600000.0,1609093800000.0,4,ladakh,2020
1609439400000.0,1616869800000.0,1,ladakh,2021
1617215400000.0,1624818600000.0,2,ladakh,2021
1625077800000.0,1632767400000.0,3,ladakh,2021
1633026600000.0,1640629800000.0,4,ladakh,2021
1640975400000.0,1648405800000.0,1,ladakh,2022
1648751400000.0,1656354600000.0,2,ladakh,2022
1656613800000.0,1664303400000.0,3,ladakh,2022
1664562600000.0,1672165800000.0,4,ladakh,2022
1514745000000.0,1522175400000.0,1,lakshadweep,2018
1522521000000.0,1530124200000.0,2,lakshadweep,2018
1530383400000.0,1538073000000.0,3,lakshadweep,2018
1538332200000.0,1545935400000.0,4,lakshadweep,2018
1546281000000.0,1553711400000.0,1,lakshadweep,2019
1554057000000.0,1561660200000.0,2,lakshadweep,2019
1561919400000.0,1569609000000.0,3,lakshadweep,2019
1569868200000.0,1577471400000.0,4,lakshadweep,2019
1577817000000.0,1585333800000.0,1,lakshadweep,2020
1585679400000.0,1593282600000.0,2,lakshadweep,2020
1593541800000.0,1601231400000.0,3,lakshadweep,2020
1601490600000.0,1609093800000.0,4,lakshadweep,2020
1609439400000.0,1616869800000.0,1,lakshadweep,2021
1617215400000.0,1624818600000.0,2,lakshadweep,2021
1625077800000.0,1632767400000.0,3,lakshadweep,2021
1633026600000.0,1640629800000.0,4,lakshadweep,2021
1640975400000.0,1648405800000.0,1,lakshadweep,2022
1648751400000.0,1656354600000.0,2,lakshadweep,2022
1656613800000.0,1664303400000.0,3,lakshadweep,2022
1664562600000.0,1672165800000.0,4,lakshadweep,2022
1514745000000.0,1522175400000.0,1,madhya-pradesh,2018
1522521000000.0,1530124200000.0,2,madhya-pradesh,2018
1530383400000.0,1538073000000.0,3,madhya-pradesh,2018
1538332200000.0,1545935400000.0,4,madhya-pradesh,2018
1546281000000.0,1553711400000.0,1,madhya-pradesh,2019
1554057000000.0,1561660200000.0,2,madhya-pradesh,2019
1561919400000.0,1569609000000.0,3,madhya-pradesh,2019
1569868200000.0,1577471400000.0,4,madhya-pradesh,2019
1577817000000.0,1585333800000.0,1,madhya-pradesh,2020
1585679400000.0,1593282600000.0,2,madhya-pradesh,2020
1593541800000.0,1601231400000.0,3,madhya-pradesh,2020
1601490600000.0,1609093800000.0,4,madhya-pradesh,2020
1609439400000.0,1616869800000.0,1,madhya-pradesh,2021
1617215400000.0,1624818600000.0,2,madhya-pradesh,2021
1625077800000.0,1632767400000.0,3,madhya-pradesh,2021
1633026600000.0,1640629800000.0,4,madhya-pradesh,2021
1640975400000.0,1648405800000.0,1,madhya-pradesh,2022
1648751400000.0,1656354600000.0,2,madhya-pradesh,2022
1656613800000.0,1664303400000.0,3,madhya-pradesh,2022
1664562600000.0,1672165800000.0,4,madhya-pradesh,2022
1514745000000.0,1522175400000.0,1,maharashtra,2018
1522521000000.0,1530124200000.0,2,maharashtra,2018
1530383400000.0,1538073000000.0,3,maharashtra,2018
1538332200000.0,1545935400000.0,4,maharashtra,2018
1546281000000.0,1553711400000.0,1,maharashtra,2019
1554057000000.0,1561660200000.0,2,maharashtra,2019
1561919400000.0,1569609000000.0,3,maharashtra,2019
1569868200000.0,1577471400000.0,4,maharashtra,2019
1577817000000.0,1585333800000.0,1,maharashtra,2020
1585679400000.0,1593282600000.0,2,maharashtra,2020
1593541800000.0,1601231400000.0,3,maharashtra,2020
1601490600000.0,1609093800000.0,4,maharashtra,2020
1609439400000.0,1616869800000.0,1,maharashtra,2021
1617215400000.0,1624818600000.0,2,maharashtra,2021
1625077800000.0,1632767400000.0,3,maharashtra,2021
1633026600000.0,1640629800000.0,4,maharashtra,2021
1640975400000.0,1648405800000.0,1,maharashtra,2022
1648751400000.0,1656354600000.0,2,maharashtra,2022
1656613800000.0,1664303400000.0,3,maharashtra,2022
1664562600000.0,1672165800000.0,4,maharashtra,2022
1514745000000.0,1522175400000.0,1,manipur,2018
1522521000000.0,1530124200000.0,2,manipur,2018
1530383400000.0,1538073000000.0,3,manipur,2018
1538332200000.0,1545935400000.0,4,manipur,2018
1546281000000.0,1553711400000.0,1,manipur,2019
1554057000000.0,1561660200000.0,2,manipur,2019
1561919400000.0,1569609000000.0,3,manipur,2019
1569868200000.0,1577471400000.0,4,manipur,2019
1577817000000.0,1585333800000.0,1,manipur,2020
1585679400000.0,1593282600000.0,2,manipur,2020
1593541800000.0,1601231400000.0,3,manipur,2020
1601490600000.0,1609093800000.0,4,manipur,2020
1609439400000.0,1616869800000.0,1,manipur,2021
1617215400000.0,1624818600000.0,2,manipur,2021
1625077800000.0,1632767400000.0,3,manipur,2021
1633026600000.0,1640629800000.0,4,manipur,2021
1640975400000.0,1648405800000.0,1,manipur,2022
1648751400000.0,1656354600000.0,2,manipur,2022
1656613800000.0,1664303400000.0,3,manipur,2022
1664562600000.0,1672165800000.0,4,manipur,2022
1514745000000.0,1522175400000.0,1,meghalaya,2018
1522521000000.0,1530124200000.0,2,meghalaya,2018
1530383400000.0,1538073000000.0,3,meghalaya,2018
1538332200000.0,1545935400000.0,4,meghalaya,2018
1546281000000.0,1553711400000.0,1,meghalaya,2019
1554057000000.0,1561660200000.0,2,meghalaya,2019
1561919400000.0,1569609000000.0,3,meghalaya,2019
1569868200000.0,1577471400000.0,4,meghalaya,2019
1577817000000.0,1585333800000.0,1,meghalaya,2020
1585679400000.0,1593282600000.0,2,meghalaya,2020
1593541800000.0,1601231400000.0,3,meghalaya,2020
1601490600000.0,1609093800000.0,4,meghalaya,2020
1609439400000.0,1616869800000.0,1,meghalaya,2021
1617215400000.0,1624818600000.0,2,meghalaya,2021
1625077800000.0,1632767400000.0,3,meghalaya,2021
1633026600000.0,1640629800000.0,4,meghalaya,2021
1640975400000.0,1648405800000.0,1,meghalaya,2022
1648751400000.0,1656354600000.0,2,meghalaya,2022
1656613800000.0,1664303400000.0,3,meghalaya,2022
1664562600000.0,1672165800000.0,4,meghalaya,2022
1514745000000.0,1522175400000.0,1,mizoram,2018
1522521000000.0,1530124200000.0,2,mizoram,2018
1530383400000.0,1538073000000.0,3,mizoram,2018
1538332200000.0,1545935400000.0,4,mizoram,2018
1546281000000.0,1553711400000.0,1,mizoram,2019
1554057000000.0,1561660200000.0,2,mizoram,2019
1561919400000.0,1569609000000.0,3,mizoram,2019
1569868200000.0,1577471400000.0,4,mizoram,2019
1577817000000.0,1585333800000.0,1,mizoram,2020
1585679400000.0,1593282600000.0,2,mizoram,2020
1593541800000.0,1601231400000.0,3,mizoram,2020
1601490600000.0,1609093800000.0,4,mizoram,2020
1609439400000.0,1616869800000.0,1,mizoram,2021
1617215400000.0,1624818600000.0,2,mizoram,2021
1625077800000.0,1632767400000.0,3,mizoram,2021
1633026600000.0,1640629800000.0,4,mizoram,2021
1640975400000.0,1648405800000.0,1,mizoram,2022
1648751400000.0,1656354600000.0,2,mizoram,2022
1656613800000.0,1664303400000.0,3,mizoram,2022
1664562600000.0,1672165800000.0,4,mizoram,2022
1514745000000.0,1522175400000.0,1,nagaland,2018
1522521000000.0,1530124200000.0,2,nagaland,2018
1530383400000.0,1538073000000.0,3,nagaland,2018
1538332200000.0,1545935400000.0,4,nagaland,2018
1546281000000.0,1553711400000.0,1,nagaland,2019
1554057000000.0,1561660200000.0,2,nagaland,2019
1561919400000.0,1569609000000.0,3,nagaland,2019
1569868200000.0,1577471400000.0,4,nagaland,2019
1577817000000.0,1585333800000.0,1,nagaland,2020
1585679400000.0,1593282600000.0,2,nagaland,2020
1593541800000.0,1601231400000.0,3,nagaland,2020
1601490600000.0,1609093800000.0,4,nagaland,2020
1609439400000.0,1616869800000.0,1,nagaland,2021
1617215400000.0,1624818600000.0,2,nagaland,2021
1625077800000.0,1632767400000.0,3,nagaland,2021
1633026600000.0,1640629800000.0,4,nagaland,2021
1640975400000.0,1648405800000.0,1,nagaland,2022
1648751400000.0,1656354600000.0,2,nagaland,2022
1656613800000.0,1664303400000.0,3,nagaland,2022
1664562600000.0,1672165800000.0,4,nagaland,2022
1514745000000.0,1522175400000.0,1,odisha,2018
1522521000000.0,1530124200000.0,2,odisha,2018
1530383400000.0,1538073000000.0,3,odisha,2018
1538332200000.0,1545935400000.0,4,odisha,2018
1546281000000.0,1553711400000.0,1,odisha,2019
1554057000000.0,1561660200000.0,2,odisha,2019
1561919400000.0,1569609000000.0,3,odisha,2019
1569868200000.0,1577471400000.0,4,odisha,2019
1577817000000.0,1585333800000.0,1,odisha,2020
1585679400000.0,1593282600000.0,2,odisha,2020
1593541800000.0,1601231400000.0,3,odisha,2020
1601490600000.0,1609093800000.0,4,odisha,2020
1609439400000.0,1616869800000.0,1,odisha,2021
1617215400000.0,1624818600000.0,2,odisha,2021
1625077800000.0,1632767400000.0,3,odisha,2021
1633026600000.0,1640629800000.0,4,odisha,2021
1640975400000.0,1648405800000.0,1,odisha,2022
1648751400000.0,1656354600000.0,2,odisha,2022
1656613800000.0,1664303400000.0,3,odisha,2022
1664562600000.0,1672165800000.0,4,odisha,2022
1514745000000.0,1522175400000.0,1,puducherry,2018
1522521000000.0,1530124200000.0,2,puducherry,2018
1530383400000.0,1538073000000.0,3,puducherry,2018
1538332200000.0,1545935400000.0,4,puducherry,2018
1546281000000.0,1553711400000.0,1,puducherry,2019
1554057000000.0,1561660200000.0,2,puducherry,2019
1561919400000.0,1569609000000.0,3,puducherry,2019
1569868200000.0,1577471400000.0,4,puducherry,2019
1577817000000.0,1585333800000.0,1,puducherry,2020
1585679400000.0,1593282600000.0,2,puducherry,2020
1593541800000.0,1601231400000.0,3,puducherry,2020
1601490600000.0,1609093800000.0,4,puducherry,2020
1609439400000.0,1616869800000.0,1,puducherry,2021
1617215400000.0,1624818600000.0,2,puducherry,2021
1625077800000.0,1632767400000.0,3,puducherry,2021
1633026600000.0,1640629800000.0,4,puducherry,2021
1640975400000.0,1648405800000.0,1,puducherry,2022
1648751400000.0,1656354600000.0,2,puducherry,2022
1656613800000.0,1664303400000.0,3,puducherry,2022
1664562600000.0,1672165800000.0,4,puducherry,2022
1514745000000.0,1522175400000.0,1,punjab,2018
1522521000000.0,1530124200000.0,2,punjab,2018
1530383400000.0,1538073000000.0,3,punjab,2018
1538332200000.0,1545935400000.0,4,punjab,2018
1546281000000.0,1553711400000.0,1,punjab,2019
1554057000000.0,1561660200000.0,2,punjab,2019
1561919400000.0,1569609000000.0,3,punjab,2019
1569868200000.0,1577471400000.0,4,punjab,2019
1577817000000.0,1585333800000.0,1,punjab,2020
1585679400000.0,1593282600000.0,2,punjab,2020
1593541800000.0,1601231400000.0,3,punjab,2020
1601490600000.0,1609093800000.0,4,punjab,2020
1609439400000.0,1616869800000.0,1,punjab,2021
1617215400000.0,1624818600000.0,2,punjab,2021
1625077800000.0,1632767400000.0,3,punjab,2021
1633026600000.0,1640629800000.0,4,punjab,2021
1640975400000.0,1648405800000.0,1,punjab,2022
1648751400000.0,1656354600000.0,2,punjab,2022
1656613800000.0,1664303400000.0,3,punjab,2022
1664562600000.0,1672165800000.0,4,punjab,2022
1514745000000.0,1522175400000.0,1,rajasthan,2018
1522521000000.0,1530124200000.0,2,rajasthan,2018
1530383400000.0,1538073000000.0,3,rajasthan,2018
1538332200000.0,1545935400000.0,4,rajasthan,2018
1546281000000.0,1553711400000.0,1,rajasthan,2019
1554057000000.0,1561660200000.0,2,rajasthan,2019
1561919400000.0,1569609000000.0,3,rajasthan,2019
1569868200000.0,1577471400000.0,4,rajasthan,2019
1577817000000.0,1585333800000.0,1,rajasthan,2020
1585679400000.0,1593282600000.0,2,rajasthan,2020
1593541800000.0,1601231400000.0,3,rajasthan,2020
1601490600000.0,1609093800000.0,4,rajasthan,2020
1609439400000.0,1616869800000.0,1,rajasthan,2021
1617215400000.0,1624818600000.0,2,rajasthan,2021
1625077800000.0,1632767400000.0,3,rajasthan,2021
1633026600000.0,1640629800000.0,4,rajasthan,2021
1640975400000.0,1648405800000.0,1,rajasthan,2022
1648751400000.0,1656354600000.0,2,rajasthan,2022
1656613800000.0,1664303400000.0,3,rajasthan,2022
1664562600000.0,1672165800000.0,4,rajasthan,2022
1514745000000.0,1522175400000.0,1,sikkim,2018
1522521000000.0,1530124200000.0,2,sikkim,2018
1530383400000.0,1538073000000.0,3,sikkim,2018
1538332200000.0,1545935400000.0,4,sikkim,2018
1546281000000.0,1553711400000.0,1,sikkim,2019
1554057000000.0,1561660200000.0,2,sikkim,2019
1561919400000.0,1569609000000.0,3,sikkim,2019
1569868200000.0,1577471400000.0,4,sikkim,2019
1577817000000.0,1585333800000.0,1,sikkim,2020
1585679400000.0,1593282600000.0,2,sikkim,2020
1593541800000.0,1601231400000.0,3,sikkim,2020
1601490600000.0,1609093800000.0,4,sikkim,2020
1609439400000.0,1616869800000.0,1,sikkim,2021
1617215400000.0,1624818600000.0,2,sikkim,2021
1625077800000.0,1632767400000.0,3,sikkim,2021
1633026600000.0,1640629800000.0,4,sikkim,2021
1640975400000.0,1648405800000.0,1,sikkim,2022
1648751400000.0,1656354600000.0,2,sikkim,2022
1656613800000.0,1664303400000.0,3,sikkim,2022
1664562600000.0,1672165800000.0,4,sikkim,2022
1514745000000.0,1522175400000.0,1,tamil-nadu,2018
1522521000000.0,1530124200000.0,2,tamil-nadu,2018
1530383400000.0,1538073000000.0,3,tamil-nadu,2018
1538332200000.0,1545935400000.0,4,tamil-nadu,2018
1546281000000.0,1553711400000.0,1,tamil-nadu,2019
1554057000000.0,1561660200000.0,2,tamil-nadu,2019
1561919400000.0,1569609000000.0,3,tamil-nadu,2019
1569868200000.0,1577471400000.0,4,tamil-nadu,2019
1577817000000.0,1585333800000.0,1,tamil-nadu,2020
1585679400000.0,1593282600000.0,2,tamil-nadu,2020
1593541800000.0,1601231400000.0,3,tamil-nadu,2020
1601490600000.0,1609093800000.0,4,tamil-nadu,2020
1609439400000.0,1616869800000.0,1,tamil-nadu,2021
1617215400000.0,1624818600000.0,2,tamil-nadu,2021
1625077800000.0,1632767400000.0,3,tamil-nadu,2021
1633026600000.0,1640629800000.0,4,tamil-nadu,2021
1640975400000.0,1648405800000.0,1,tamil-nadu,2022
1648751400000.0,1656354600000.0,2,tamil-nadu,2022
1656613800000.0,1664303400000.0,3,tamil-nadu,2022
1664562600000.0,1672165800000.0,4,tamil-nadu,2022
1514745000000.0,1522175400000.0,1,telangana,2018
1522521000000.0,1530124200000.0,2,telangana,2018
1530383400000.0,1538073000000.0,3,telangana,2018
1538332200000.0,1545935400000.0,4,telangana,2018
1546281000000.0,1553711400000.0,1,telangana,2019
1554057000000.0,1561660200000.0,2,telangana,2019
1561919400000.0,1569609000000.0,3,telangana,2019
1569868200000.0,1577471400000.0,4,telangana,2019
1577817000000.0,1585333800000.0,1,telangana,2020
1585679400000.0,1593282600000.0,2,telangana,2020
1593541800000.0,1601231400000.0,3,telangana,2020
1601490600000.0,1609093800000.0,4,telangana,2020
1609439400000.0,1616869800000.0,1,telangana,2021
1617215400000.0,1624818600000.0,2,telangana,2021
1625077800000.0,1632767400000.0,3,telangana,2021
1633026600000.0,1640629800000.0,4,telangana,2021
1640975400000.0,1648405800000.0,1,telangana,2022
1648751400000.0,1656354600000.0,2,telangana,2022
1656613800000.0,1664303400000.0,3,telangana,2022
1664562600000.0,1672165800000.0,4,telangana,2022
1514745000000.0,1522175400000.0,1,tripura,2018
1522521000000.0,1530124200000.0,2,tripura,2018
1530383400000.0,1538073000000.0,3,tripura,2018
1538332200000.0,1545935400000.0,4,tripura,2018
1546281000000.0,1553711400000.0,1,tripura,2019
1554057000000.0,1561660200000.0,2,tripura,2019
1561919400000.0,1569609000000.0,3,tripura,2019
1569868200000.0,1577471400000.0,4,tripura,2019
1577817000000.0,1585333800000.0,1,tripura,2020
1585679400000.0,1593282600000.0,2,tripura,2020
1593541800000.0,1601231400000.0,3,tripura,2020
1601490600000.0,1609093800000.0,4,tripura,2020
1609439400000.0,1616869800000.0,1,tripura,2021
1617215400000.0,1624818600000.0,2,tripura,2021
1625077800000.0,1632767400000.0,3,tripura,2021
1633026600000.0,1640629800000.0,4,tripura,2021
1640975400000.0,1648405800000.0,1,tripura,2022
1648751400000.0,1656354600000.0,2,tripura,2022
1656613800000.0,1664303400000.0,3,tripura,2022
1664562600000.0,1672165800000.0,4,tripura,2022
1514745000000.0,1522175400000.0,1,uttar-pradesh,2018
1522521000000.0,1530124200000.0,2,uttar-pradesh,2018
1530383400000.0,1538073000000.0,3,uttar-pradesh,2018
1538332200000.0,1545935400000.0,4,uttar-pradesh,2018
1546281000000.0,1553711400000.0,1,uttar-pradesh,2019
1554057000000.0,1561660200000.0,2,uttar-pradesh,2019
1561919400000.0,1569609000000.0,3,uttar-pradesh,2019
1569868200000.0,1577471400000.0,4,uttar-pradesh,2019
1577817000000.0,1585333800000.0,1,uttar-pradesh,2020
1585679400000.0,1593282600000.0,2,uttar-pradesh,2020
1593541800000.0,1601231400000.0,3,uttar-pradesh,2020
1601490600000.0,1609093800000.0,4,uttar-pradesh,2020
1609439400000.0,1616869800000.0,1,uttar-pradesh,2021
1617215400000.0,1624818600000.0,2,uttar-pradesh,2021
1625077800000.0,1632767400000.0,3,uttar-pradesh,2021
1633026600000.0,1640629800000.0,4,uttar-pradesh,2021
1640975400000.0,1648405800000.0,1,uttar-pradesh,2022
1648751400000.0,1656354600000.0,2,uttar-pradesh,2022
1656613800000.0,1664303400000.0,3,uttar-pradesh,2022
1664562600000.0,1672165800000.0,4,uttar-pradesh,2022
1514745000000.0,1522175400000.0,1,uttarakhand,2018
1522521000000.0,1530124200000.0,2,uttarakhand,2018
1530383400000.0,1538073000000.0,3,uttarakhand,2018
1538332200000.0,1545935400000.0,4,uttarakhand,2018
1546281000000.0,1553711400000.0,1,uttarakhand,2019
1554057000000.0,1561660200000.0,2,uttarakhand,2019
1561919400000.0,1569609000000.0,3,uttarakhand,2019
1569868200000.0,1577471400000.0,4,uttarakhand,2019
1577817000000.0,1585333800000.0,1,uttarakhand,2020
1585679400000.0,1593282600000.0,2,uttarakhand,2020
1593541800000.0,1601231400000.0,3,uttarakhand,2020
1601490600000.0,1609093800000.0,4,uttarakhand,2020
1609439400000.0,1616869800000.0,1,uttarakhand,2021
1617215400000.0,1624818600000.0,2,uttarakhand,2021
1625077800000.0,1632767400000.0,3,uttarakhand,2021
1633026600000.0,1640629800000.0,4,uttarakhand,2021
1640975400000.0,1648405800000.0,1,uttarakhand,2022
1648751400000.0,1656354600000.0,2,uttarakhand,2022
1656613800000.0,1664303400000.0,3,uttarakhand,2022
1664562600000.0,1672165800000.0,4,uttarakhand,2022
1514745000000.0,1522175400000.0,1,west-bengal,2018
1522521000000.0,1530124200000.0,2,west-bengal,2018
1530383400000.0,1538073000000.0,3,west-bengal,2018
1538332200000.0,1545935400000.0,4,west-bengal,2018
1546281000000.0,1553711400000.0,1,west-bengal,2019
1554057000000.0,1561660200000.0,2,west-bengal,2019
1561919400000.0,1569609000000.0,3,west-bengal,2019
1569868200000.0,1577471400000.0,4,west-bengal,2019
1577817000000.0,1585333800000.0,1,west-bengal,2020
1585679400000.0,1593282600000.0,2,west-bengal,2020
1593541800000.0,1601231400000.0,3,west-bengal,2020
1601490600000.0,1609093800000.0,4,west-bengal,2020
1609439400000.0,1616869800000.0,1,west-bengal,2021
1617215400000.0,1624818600000.0,2,west-bengal,2021
1625077800000.0,1632767400000.0,3,west-bengal,2021
1633026600000.0,1640629800000.0,4,west-bengal,2021
1640975400000.0,1648405800000.0,1,west-bengal,2022
1648751400000.0,1656354600000.0,2,west-bengal,2022
1656613800000.0,1664303400000.0,3,west-bengal,2022
1664562600000.0,1672165800000.0,4,west-bengal,2022
